Unnamed: 0,0,1,2,3,4
140,Jacob Matschenz,1984,"['La ola', 'Das Lächeln der Tiefseefische', 'La sombra del pasado', 'Bis aufs Blut - Brüder auf Bewährung']",['Reparto'],"['Grimme Award Gan', 'Bavarian Film Awards Gan', 'Berlin International Film Festival Gan', 'Max Ophüls Festival Gan', 'Schwerin Art of Film Festival Gan']"
141,Anatole Taubman,1970,"['Capitán América: El primer vengador', 'Venganza', 'Quantum of Solace', 'El quinto poder']","['Reparto', 'Producción']","['Swiss Film Prize Nom', 'Hessian TV Award Nom', 'Contribuir a esta página ir ']"
142,Cezary Pazura,1962,"['Kroll', 'Psy', 'Tres colores: Blanco', 'Tato']","['Reparto', 'Producción', 'Dirección']","['Polish Film Festival Gan', 'Contribuir a esta página ir ']"
143,Meryl Streep,1949,"['Memorias de África', 'Agosto', 'La decisión de Sophie', 'El diablo viste de Prada']","['Reparto', 'Guion', 'Producción']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'American Comedy Awards USA Nom', 'American Film Institute USA Gan', 'Australian Film Institute Gan']"
144,James Corden,1978,"['The Late Late Show with James Corden', '2015–2022 • 1042 episodios', '2014', '2018', '2016']","['Producción', 'Guion', 'Reparto']","['BAFTA Awards Nom', 'British Comedy Awards Nom', 'Broadcasting Press Guild Awards Nom', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom']"
145,Nicole Kidman,1967,"['Moulin Rouge', 'Las horas', 'Cold Mountain', 'Los secretos del corazón']","['Reparto', 'Producción', 'Música']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'American Comedy Awards USA Nom', 'American Film Institute USA Gan', 'Film Critics Circle of Australia Awards Nom']"
146,Kerry Washington,1977,"['Scandal', '2012–2018 • 124 episodios', '2004', '2001', '2012']","['Reparto', 'Producción', 'Dirección']","['Acapulco Black Film Festival Nom', 'BET Awards Nom', 'Costume Designers Guild Awards Gan', 'Primetime Emmy Awards Nom', 'GLAAD Media Awards Gan']"
147,Keegan-Michael Key,1971,"['Keanu', 'Wonka', 'Predator', 'Super Mario Bros.: La película']","['Reparto', 'Guion', 'Producción']","['American Comedy Awards USA Nom', 'Critics Choice Awards Nom', 'Primetime Emmy Awards Nom', 'Image Awards (NAACP) Nom', ""Kids' Choice Awards USA Nom""]"
148,Andrew Rannells,1978,"['Un pequeño favor', 'The Prom', 'El becario', 'Despedida de soltera']","['Reparto', 'Producción', 'Equipos adicionales']","['Critics Choice Awards Nom', 'Grammy Awards Gan', 'Critics Choice Television Awards Nom', 'CinEuphoria Awards Nom', 'GALECA: The Society of LGBTQ Entertainment Critics Nom']"
149,Ariana DeBose,1991,"['West Side Story', 'Wish: El poder de los deseos', 'Hamilton', 'Argylle']","['Reparto', 'Dirección', 'Guion']","['Academy Awards USA Gan', 'BAFTA Awards Gan', 'Critics Choice Awards Gan', 'Chicago Film Critics Association Awards Nom', 'Dallas-Fort Worth Film Critics Association Awards Gan']"
150,Tracey Ullman,1959,"['El show de Tracey Ullman', '1987–1990 • 71 episodios', '2000', '1994', '2014']","['Reparto', 'Guion', 'Producción']","['American Comedy Awards USA Nom', 'Banff Television Festival Gan', 'Boston Society of Film Critics Awards Nom', 'BAFTA Awards Nom', 'Critics Choice Awards Nom']"
151,Kevin Chamberlin,1963,"['Camino a la perdición', 'Modern Family', '2015 • 1 episodio', 'Frank', 'Charles Weiss']","['Reparto', 'Dirección', 'Guion']","['Contribuir a esta página ir ', 'Más de esta persona  ob']"
152,Camila Mendes,1994,"['Riverdale', '2017–2023 • 136 episodios', '2022', '2024', '2020']","['Reparto', 'Producción', 'Equipo ejecutivo']","[""Kids' Choice Awards USA Nom"", 'MTV Movie + TV Awards Nom', ""People's Choice Awards USA Nom"", 'Teen Choice Awards Nom', 'The Streamy Awards Nom']"
153,Jessie T. Usher,1992,"['The Boys', '2019–2024 • 32 episodios', '2022', 'Davon', 'Adam']","['Reparto', 'Producción', 'Guion']","['Hamptons International Film Festival Gan', 'CinemaCon USA Gan', 'IGN Summer Movie Awards Nom', 'Contribuir a esta página ir ']"
154,Trevor Lerner,1972,"['Un lugar para soñar', '2019–2025 • 25 episodios', 'Dusty Redford', 'Serie de TV', '5,6']",['Reparto'],"['FirstGlance Film Fest Hollywood Nom', 'Vancouver Web Fest Gan', 'Contribuir a esta página ir ']"
155,Elliott Gould,1938,"['M*A*S*H', ""Ocean's Eleven: Hagan juego"", ""Ocean's 13"", 'Un largo adiós']","['Reparto', 'Producción', 'Banda sonora']","['Academy Awards USA Nom', 'BAFTA Awards Nom', 'Golden Globes USA Nom', 'Laurel Awards Gan', 'MTV Movie + TV Awards Nom']"
156,Cam Gigandet,1982,"['Crepúsculo', 'Rompiendo las reglas', 'El sicario de Dios', 'Su mejor amiga']","['Reparto', 'Banda sonora']","['MTV Movie + TV Awards Gan', 'Teen Choice Awards Nom', 'Young Hollywood Awards Gan', 'Scream Awards Nom']"
157,Suriya,1975,"['24', 'Soorarai Pottru', 'Jai Bhim', '7aum Arivu']","['Reparto', 'Producción', 'Música']","['National Film Awards India Gan', 'Filmfare Awards South Gan', 'South Indian International Movie Awards Nom', 'Stardust Awards India Nom', 'Vijay Awards Nom']"
158,Aparna Balamurali,1995,"['Soorarai Pottru', 'Maheshinte Prathikaaram', 'Sunday Holiday', 'Sarvopari Palakkaran']","['Reparto', 'Música', 'Banda sonora']","['National Film Awards India Gan', 'Filmfare Awards South Nom', 'South Indian International Movie Awards Nom', 'Vanitha Film Awards Gan', 'Bollywood Life Awards Nom']"
159,Paresh Rawal,1955,"['Hera Pheri', 'Phir Hera Pheri', 'OMG: Oh My God!', 'Hungama']","['Producción', 'Reparto', 'Banda sonora']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Apsara Film Producers Guild Awards Nom']"
160,Mohan Babu,1952,"['Soorarai Pottru', 'Postman', 'Yamadonga', 'Rayalaseema Ramanna Chowdary']","['Reparto', 'Producción', 'Guion']","['Filmfare Awards South Gan', 'South Indian International Movie Awards Nom', 'CineMAA Awards Gan', 'Contribuir a esta página ir ']"
161,Vivek Prasanna,1986,"['Vikram Vedha', 'Meyaadha Maan', 'Soorarai Pottru', 'Vadhandhi: The Fable of Velonie', '2022 • 8 episodios']",['Reparto'],"['South Indian International Movie Awards Nom', 'Vijay Awards Gan', 'Critics’ Choice Shorts and Series Awards India Nom', 'Contribuir a esta página ir ']"
162,Kaali Venkat,1985,"['Soorarai Pottru', 'Ratsasan', 'Mersal', 'Gargi']",['Reparto'],"['Filmfare Awards South Gan', 'South Indian International Movie Awards Nom', 'Contribuir a esta página ir ']"
163,Josh Lawson,1981,"['La pequeña muerte', 'Mortal Kombat', ""The Eleven O'Clock"", '2016', '2013']","['Reparto', 'Guion', 'Dirección']","['Academy Awards USA Nom', ""Australian Writers' Guild Nom"", 'SXSW Film Festival Gan', 'São Paulo International Film Festival Nom', 'Thessaloniki Film Festival Gan']"
164,Joe Taslim,1981,"['Redada asesina', 'Mortal Kombat', 'Star Trek: Más allá', 'Fast & Furious 6']",['Reparto'],"['Festival Film Indonesia Nom', 'Maya Awards Nom', 'Festival Film Bandung Nom', 'Contribuir a esta página ir ']"
165,Mehcad Brooks,1980,"['Mujeres desesperadas', '2005–2006 • 26 episodios', '2021', 'Eggs', 'Serie de TV']","['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Satellite Awards Gan', 'Image Awards (NAACP) Nom', 'Screen Actors Guild Awards Nom', 'Gold Derby Awards Nom']"
166,Tadanobu Asano,1973,"['Mongol', 'Battleship', 'Thor: Ragnarok', 'Thor']","['Reparto', 'Dirección', 'Composición']","['Hawaii International Film Festival Gan', 'Hochi Film Awards Gan', 'Awards of the Japanese Academy Nom', 'Japanese Professional Movie Awards Gan', 'Moscow International Film Festival Gan']"
167,Hiroyuki Sanada,1960,"['El ocaso del samurái', 'Lobezno inmortal', 'Sunshine', 'La leyenda del samurái: 47 Ronin']","['Reparto', 'Producción', 'Música']","['Hochi Film Awards Gan', 'Awards of the Japanese Academy Nom', 'Television Critics Association Awards Nom', 'Kinema Junpo Awards Gan', 'Mainichi Film Concours Gan']"
168,Hiroshi Kamiya,1975,"['Bakemonogatari', '2009–2010 • 15 episodios', 'Levi(voz)', 'Serie de TV', '7,4']","['Reparto', 'Música', 'Equipos adicionales']","['Tokyo Anime Award Gan', 'Anime Trending Awards Nom', 'Contribuir a esta página ir ']"
169,Yûichi Nakamura,1980,"['Jujutsu Kaisen 0', 'Jujutsu Kaisen', '2020–2023 • 31 episodios', '2013', 'Stag BusterBeet J. Stag(voz)']","['Reparto', 'Banda sonora']","['Crunchyroll Anime Awards Gan', 'Anime Trending Awards Nom', 'Contribuir a esta página ir ']"
170,Steve Blum,1960,"['Star Wars Rebels', '2014–2018 • 68 episodios', '2001', 'StarscreamVehicon TrooperVehicon Sentry', 'Serie de TV']","['Reparto', 'Equipos adicionales', 'Guion y continuidad']","['Online Film & Television Association Nom', 'Behind the Voice Actors Awards Nom', 'NAVGTR Awards Nom', 'Contribuir a esta página ir ']"
171,Johnny Yong Bosch,1976,"['Akira', 'Ark Exitus', '2020', 'Ichigo KurosakiHollow IchigoInner Hollow', 'AdamBlack Ranger']","['Reparto', 'Sonido', 'Dirección']","['Behind the Voice Actors Awards Nom', 'Indie Short Fest Gan', 'Venice Shorts Gan', 'Reale Film Festival Gan', 'Crunchyroll Anime Awards Nom']"
172,John Abraham,1972,"['Dhoom', 'Zinda', 'Vicky Donor', 'El lado oscuro del deseo']","['Reparto', 'Producción', 'Música']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Bollywood Awards Nom']"
173,Emraan Hashmi,1979,"['Once Upon a Time in Mumbaai', 'The Dirty Picture', 'Tiger 3', 'Murder 2']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'Apsara Film Producers Guild Awards Nom', ""Sansui Viewer's Choice Awards Nom""]"
174,Mahesh Manjrekar,1953,"['Kaante', 'Slumdog Millionaire', 'Astitva', 'Vaastav: The Reality']","['Guion', 'Producción', 'Reparto']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Bollywood Awards Nom']"
175,Suniel Shetty,1961,"['Main Hoon Na', 'Hera Pheri', 'Phir Hera Pheri', 'Border']","['Reparto', 'Producción']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Gan', 'Bollywood Awards Nom', 'South Indian International Movie Awards Nom']"
176,Kajal Aggarwal,1985,"['Thuppakki', 'Brindaavanam', 'Nene Raju Nene Mantri', 'Magadheera']","['Reparto', 'Música']","['Filmfare Awards Nom', 'Zee Cine Awards Nom', 'Filmfare Awards South Nom', 'South Indian International Movie Awards Gan', 'Stardust Awards India Nom']"
177,Prateik Patil Babbar,1986,"['Jaane Tu... Ya Jaane Na', 'Chhichhore', 'Dhobi Ghat', 'Dum Maaro Dum']",['Reparto'],"['Filmfare Awards Nom', ""People's Choice Awards India Nom"", 'Annual Central European Bollywood Awards India Gan', 'Stardust Awards India Nom', 'The Ghanta Awards Gan']"
178,Gulshan Grover,1955,"['Badman', 'Mowgli y Baloo', 'I Am Kalam', 'Earth']","['Reparto', 'Música']","['Filmfare Awards Nom', 'Zee Cine Awards Nom', 'Bollywood Awards Nom', 'Stardust Awards India Gan', 'Filmfare Awards East Gan']"
179,Rohit Roy,1968,"['Kaabil', 'Vengadores: Infinity War', 'Viraasat', '2006–2007 • 230 episodios', '2007']","['Reparto', 'Producción', 'Dirección']","['Indian Television Academy Awards India Gan', 'Gold Awards Nom', 'Indian Telly Awards Nom', 'Dadasaheb Phalke Film Foundation Awards (DPFFA) Gan']"
180,Samir Soni,1968,"['Parichay: Nayee Zindagi Kay Sapno Ka', '2011–2013 • 70 episodios', '1998', '2006', '2008']",['Reparto'],"['Zee Cine Awards Nom', 'Indian Television Academy Awards India Gan', 'Gold Awards Gan', 'Indian Telly Awards Gan', 'Colors Golden Petal Awards Gan']"
181,Regina Hall,1970,"['Plan de chicas', 'Scary Movie', 'Un ciudadano ejemplar', 'Scary Movie 4']","['Reparto', 'Producción', 'Equipo ejecutivo']","['Acapulco Black Film Festival Gan', 'BET Awards Nom', 'Chicago Film Critics Association Awards Nom', 'Gotham Awards Nom', 'Image Awards (NAACP) Nom']"
182,Zoe Renee,1997,"['Los juegos del hambre: Balada de pájaros cantores y serpientes', 'Jinn', 'The Quad', '2017–2018 • 17 episodios', '2019']",['Reparto'],"['American Black Film Festival Gan', 'Black Reel Awards Nom', 'Contribuir a esta página ir ']"
183,Julia Nightingale,2000,"['Ode to Passion', 'Misty Button', 'Master', 'Evil', '2019 • 1 episodio']","['Reparto', 'Banda sonora']","['Queens World Film Festival Nom', 'Contribuir a esta página ir ']"
184,Talia Ryder,2002,"['Nunca, casi nunca, a veces, siempre', 'Revancha ya', 'The Sweet East', 'West Side Story']","['Reparto', 'Producción', 'Banda sonora']","['Critics Choice Awards Nom', 'Denver International Film Festival Gan', 'Film Independent Spirit Awards Nom', 'Online Film Critics Society Awards Nom', 'Washington DC Area Film Critics Association Awards Nom']"
185,Ella Hunt,1998,"['Dickinson', '2019–2021 • 29 episodios', '2017', '2022']","['Reparto', 'Banda sonora']","['BAFTA Awards Scotland Nom', 'Toronto After Dark Film Festival Gan', 'CinEuphoria Awards Nom', 'Autostraddle TV Awards Nom']"
186,Will Hochman,1992,"['Yo me encargo de la cerveza', 'Master', 'Uno de nosotros', 'Blue Bloods', '2020–2024 • 18 episodios']","['Reparto', 'Guion', 'Dirección']","['Contribuir a esta página ir ', 'Más de esta persona  ob']"
187,Tom Holland,1996,"['Spider-Man: Homecoming', 'Spider-Man: Lejos de casa', 'Capitán América: Civil War', 'Lo imposible']","['Reparto', 'Producción', 'Dirección']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Annie Awards Nom', 'BAFTA Awards Gan', 'Critics Choice Awards Nom', 'Chicago Film Critics Association Awards Nom']"
188,Zendaya,1996,"['Spider-Man: Homecoming', 'El gran showman', 'Malcolm & Marie', 'Spider-Man: Lejos de casa']","['Reparto', 'Producción', 'Sonido']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'BET Awards Nom', 'Critics Choice Awards Gan', 'Primetime Emmy Awards Gan', 'Golden Globes USA Gan']"
189,Benedict Cumberbatch,1976,"['The Imitation Game (Descifrando Enigma)', 'Star Trek: En la oscuridad', 'Agosto', 'El hobbit: La desolación de Smaug']","['Reparto', 'Producción', 'Equipos adicionales']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'BAFTA Awards Nom', 'British Independent Film Awards Gan', 'Critics Choice Awards Nom']"
190,Jon Favreau,1966,"['Chef', 'Swingers', 'Iron Man', 'The Mandalorian', '2019–2023 • 24 episodios']","['Producción', 'Reparto', 'Guion']","['Academy of Science Fiction Fantasy & Horror Films USA Gan', 'Bodil Awards Nom', 'Critics Choice Awards Nom', 'Camerimage Nom', 'Chicago Film Critics Association Awards Nom']"
191,Jamie Foxx,1967,"['Collateral', 'Ray', 'Django desencadenado', 'Dreamgirls']","['Reparto', 'Producción', 'Guion']","['Academy Awards USA Gan', 'BET Awards Nom', 'Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Gan', 'BAFTA Awards Gan']"
192,Willem Dafoe,1955,"['Spider-Man', 'Van Gogh, a las puertas de la eternidad', 'The Florida Project', 'El faro']","['Reparto', 'Producción', 'Guion']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Gan', 'Berlin International Film Festival Gan', 'Bodil Awards Gan', 'Boston Society of Film Critics Awards Gan']"
193,Alfred Molina,1953,"['Spider-Man 2', 'Frida', 'Boogie Nights', 'Magnolia']","['Reparto', 'Producción', 'Dirección']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'ALMA Awards Nom', 'BAFTA Awards Nom', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom']"
194,Benedict Wong,1970,"['Aniquilación', 'Doctor Strange. Doctor Extraño', 'Vengadores: Infinity War', 'Marte (The Martian)']","['Reparto', 'Guion', 'Producción']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'British Independent Film Awards Nom', 'Film Independent Spirit Awards Nom', 'Behind the Voice Actors Awards Nom', 'The BAM Awards Nom']"
195,Tony Revolori,1996,"['El gran hotel Budapest', 'Dope', 'Spider-Man: No Way Home', 'Willow', '2022–2023 • 8 episodios']","['Reparto', 'Producción', 'Dirección de fotografía y cámara']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Critics Choice Awards Nom', 'Chicago Film Critics Association Awards Nom', 'Florida Film Critics Circle Awards Gan', 'San Diego Film Critics Society Awards Nom']"
196,Anthony Bajon,1994,"['El creyente', 'Mereces un amor', 'Mon poussin', '2018', '2019']","['Reparto', 'Dirección', 'Guion']","['Berlin International Film Festival Gan', 'César Awards France Nom', 'Lumiere Awards France Nom', 'Vilnius International Film Festival Gan', 'Southern Shorts Awards Gan']"
197,Noémie Lvovsky,1964,"['Camille redouble', 'La vie ne me fait pas peur', 'Les sentiments', 'La grande magie']","['Reparto', 'Guion', 'Dirección']","['Brest European Short Film Festival Gan', 'Buenos Aires International Festival of Independent Cinema Gan', 'Cannes Film Festival Gan', 'César Awards France Nom', 'Hamburg Film Festival Nom']"
198,Salman Khan,1965,"['Sultan', 'Bajrangi Bhaijaan', 'Kick', 'Tiger: Agente Especial']","['Producción', 'Reparto', 'Música']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Gan', 'National Film Awards India Gan', 'Apsara Film Producers Guild Awards Nom']"
199,Disha Patani,1992,"['M.S. Dhoni: The Untold Story', 'Kalki 2898-AD', 'Malang', 'Ek Villain Returns']","['Reparto', 'Publicista']","['Awards of the International Indian Film Academy Gan', 'Stardust Awards India Gan', 'BIG Star Entertainment Awards India Nom', 'Vogue Beauty Awards Gan', 'HELLO! Hall of Fame Awards India Gan']"
200,Randeep Hooda,1976,"['Highway', 'Kick', 'La boda del monzón', 'Sultan']","['Reparto', 'Producción', 'Dirección']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'Apsara Film Producers Guild Awards Nom', 'Bollywood Awards Nom']"
201,Jackie Shroff,1957,"['Devdas', 'Criminal Justice', '2019 • 9 episodios', '1995', '2000']","['Reparto', 'Producción', 'Banda sonora']","['Filmfare Awards Gan', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'Bollywood Awards Nom', ""Sansui Viewer's Choice Awards Nom""]"
202,Pravin Tarde,1974,"['Dharmaveer', 'Sarsenapati Hambirrao', 'Antim: The Final Truth', 'Radhe']","['Guion', 'Reparto', 'Dirección']","['Filmfare Awards Marathi Nom', 'Contribuir a esta página ir ']"
203,Govind Namdeo,1954,"['Satya', 'Sarfarosh', 'Johnny Gaddaar', 'Wanted']",['Reparto'],"['Filmfare Awards Nom', 'Cinefan - Festival of Asian and Arab Cinema Gan', 'Screen Awards IN Nom', 'Indian Telly Awards Gan']"
204,Sudhanshu Pandey,1974,"['Anupamaa', '2020–2024 • 802 episodios', '2021', '2018', '2012']","['Reparto', 'Música', 'Producción']","['South Indian International Movie Awards Nom', 'Indian Television Academy Awards India Nom', 'Contribuir a esta página ir ']"
205,Ali Larter,1976,"['Destino final', 'Obsesionada', 'Una rubia muy legal', 'Destino final 2']","['Reparto', 'Producción', 'Música']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Blockbuster Entertainment Awards Nom', 'MTV Movie + TV Awards Gan', 'Razzie Awards Nom', 'Teen Choice Awards Nom']"
206,Ralph Ineson,1969,"['La bruja', 'El Caballero Verde', 'The Creator', 'La balada de Buster Scruggs']","['Reparto', 'Producción', 'Banda sonora']","['BAFTA Awards Nom', 'Monte-Carlo TV Festival Nom', 'Fangoria Chainsaw Awards Nom', 'Indiana Film Journalists Association US Nom', 'Fright Meter Awards Nom']"
207,Ron Perlman,1950,"['La mano de Dios', '2014–2017 • 20 episodios', '2008', '2004', 'Vincent']","['Reparto', 'Producción', 'Dirección']","['Sitges - Catalonian International Film Festival Gan', 'Primetime Emmy Awards Nom', 'Genie Awards Nom', 'Golden Apple Awards Gan', 'Golden Globes USA Gan']"
208,Tahmoh Penikett,1975,"['Galáctica, estrella de combate', '2004–2009 • 65 episodios', 'Paul Ballard', 'Jed Eubanks', 'Eric']","['Reparto', 'Producción', 'Especialistas']","['Leo Awards Nom', 'UBCP/ACTRA Awards Vancouver Nom', 'Contribuir a esta página ir ']"
209,Kyle Schmid,1984,"['Six', '2017–2018 • 18 episodios', 'Robert Morehouse', 'Serie de TV', '7,4']","['Reparto', 'Producción', 'Guion']","['Young Artist Awards Nom', 'Canadian Screen Awards CA Nom', 'Contribuir a esta página ir ']"
210,Gregory Fawcett,1969,"['Jack Woody', '2003', 'Producción']","['Reparto', 'Producción', 'Guion']","['New York International Independent Film & Video Festival Gan', 'Contribuir a esta página ir ']"
211,Akshay Kumar,1967,"['Hera Pheri', 'Baby', 'Rustom', 'Airlift']","['Producción', 'Guion', 'Reparto']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Apsara Film Producers Guild Awards Gan']"
212,Huma Qureshi,1986,"['Gangs of Wasseypur', 'Dedh Ishqiya', 'Badlapur', 'Monica O My Darling']","['Reparto', 'Producción']","['Asia-Pacific Film Festival Nom', 'Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'Apsara Film Producers Guild Awards Nom']"
213,Vaani Kapoor,1988,"['Befikre', 'War', 'Chandigarh Kare Aashiqui', 'Shuddh Desi Romance']",['Reparto'],"['Filmfare Awards Gan', 'Awards of the International Indian Film Academy Gan', 'Zee Cine Awards Nom', 'Apsara Film Producers Guild Awards Gan', 'GR8! Women Achiever Awards India Gan']"
214,Lara Dutta,1978,"['Don 2', 'No Entry', 'Bellbottom', 'Jhoom Barabar Jhoom']","['Reparto', 'Producción']","['Filmfare Awards Gan', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', ""Sansui Viewer's Choice Awards Gan"", 'Indian Television Academy Awards India Nom']"
215,Adil Hussain,1963,"['La vida de Pi', 'English Vinglish', 'Hotel Salvación', 'El viaje de Nisha']","['Reparto', 'Producción']","['Awards of the International Indian Film Academy Nom', 'National Film Awards India Gan', 'Amanda Awards Norway Gan', 'Stardust Awards India Nom', 'Kosmorama Trondheim Internasjonale Filmfestival Gan']"
216,Denzil Smith,1960,"['El exótico Hotel Marigold', 'Tenet', 'Leo', 'Tiger 3']",['Reparto'],"['Indian Television Academy Awards India Gan', 'Contribuir a esta página ir ']"
217,Nidhhi Agerwal,1993,"['Munna Michael', 'Savyasachi', 'iSmart Shankar', 'Hari Hara Veera Mallu']",['Reparto'],"['Zee Cine Awards Gan', 'South Indian International Movie Awards Nom', 'Contribuir a esta página ir ']"
218,Jagapathi Babu,1962,"['Rangasthalam', 'Nannaku Prematho', 'Legend', 'Manoharam']","['Reparto', 'Producción']","['Asianet Film Awards Gan', 'Filmfare Awards South Nom', 'South Indian International Movie Awards Nom', 'CineMAA Awards Gan', 'Nandi Awards Gan']"
219,V.K. Naresh,1960,"['Aravindha Sametha Veera Raghava', 'Rangasthalam', 'Shatamanam Bhavati', 'Ante Sundharaniki']","['Reparto', 'Producción']","['Filmfare Awards South Nom', 'South Indian International Movie Awards Nom', 'Nandi Awards Gan', 'Sakshi Excellence Awards Gan']"
220,Vennela Kishore,1980,"['Sita Ramam', 'Bhale Bhale Magadivoy', 'Bheeshma', 'Doosukeltha']","['Reparto', 'Dirección']","['Filmfare Awards South Nom', 'South Indian International Movie Awards Nom', 'Nandi Awards Gan', 'IIFA Utsavam Gan']"
221,Brahmaji,1965,"['Pushpa: The Rise - Part 1', 'Rangasthalam', 'Salaar. Part 1 - Ceasefire', 'Dookudu']",['Reparto'],"['Filmfare Awards South Nom', 'Contribuir a esta página ir ']"
222,Ravi Kishan,1969,"['Matsya Kaand', '2021 • 9 episodios', 'Paandav', 'Dharam']","['Reparto', 'Producción']","['Zee Cine Awards Nom', 'South Indian International Movie Awards Nom', 'Indian Television Academy Awards India Nom', 'IWM Digital Awards Nom', 'Talent Track Awards Gan']"
223,Mime Gopi,1975,"['Pushpa: The Rise - Part 1', 'Varisu', 'Salaar. Part 1 - Ceasefire', 'Kavalthurai Ungal Nanban']",['Reparto'],"['South Indian International Movie Awards Gan', 'Contribuir a esta página ir ']"
224,Nagarjuna Akkineni,1959,"['Shirdi Sai', 'Manam', 'Rajanna', 'Ninne Pelladatha']","['Reparto', 'Producción', 'Música']","['National Film Awards India Gan', 'Filmfare Awards South Nom', 'South Indian International Movie Awards Nom', 'Times of India Film Awards Nom', 'CineMAA Awards Gan']"
225,Dia Mirza,1981,"['Sanju', 'Kaafir', '2019 • 8 episodios', '2001', '2020']","['Reparto', 'Producción', 'Equipo ejecutivo']","['Awards of the International Indian Film Academy Gan', 'Zee Cine Awards Nom', 'Victoria Independent Film & Video Festival Canada Gan', 'Bollywood Awards Nom', 'GR8! Women Achiever Awards India Gan']"
226,Saiyami Kher,1992,"['Mirzya', 'Faadu - A Love Story', '2022 • 11 episodios', '2023', '2020']",['Reparto'],"['Filmfare Awards Nom', 'Zee Cine Awards Nom', 'Stardust Awards India Gan', 'Screen Awards IN Nom', 'Filmfare Glamour And Style Awards Gan']"
227,Atul Kulkarni,1965,"['Rang De Basanti', 'Laal Singh Chaddha', 'Hey Ram', 'Mayanagari - City of Dreams', '2019–2023 • 28 episodios']","['Reparto', 'Producción', 'Guion']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Bombay International Film Festival Gan']"
228,Jasper Pääkkönen,1980,"['Infiltrado en el KKKlan', 'Vikingos', '2016–2020 • 23 episodios', '2013', '2005']","['Reparto', 'Producción', 'Guion']","['Berlin International Film Festival Gan', 'Jussi Awards Gan', 'Screen Actors Guild Awards Nom', 'Brussels International Independent Film Festival Gan', 'CinEuphoria Awards Nom']"
229,Sverrir Gudnason,1978,"['Borg McEnroe. La película', 'Flugparken', 'Gentlemen', 'Millennium: Lo que no te mata te hace más fuerte']","['Reparto', 'Banda sonora']","['European Film Awards Nom', 'Guldbagge Awards Nom', 'International Emmy Awards Nom', 'Jussi Awards Nom', 'Shanghai International Film Festival Gan']"
230,Cathy Belton,1970,"['Philomena', 'Un pequeño caos', 'Hidden Assets', '2021–2023 • 12 episodios', 'Patricia Hennessy']",['Reparto'],"['Irish Film and Television Awards Nom', 'Contribuir a esta página ir ']"
231,Con O'Neill,1966,"['The Batman', 'El señor de los anillos: El retorno del rey', 'Chernobyl', '2019 • 3 episodios', '2021']","['Reparto', 'Equipos adicionales', 'Banda sonora']","['CinEuphoria Awards Gan', 'Behind the Voice Actors Awards Nom', 'Contribuir a esta página ir ']"
232,Sarah-Jane Potts,1976,"['The Magician.', '2022', '2005', 'Saint', 'Sara']","['Reparto', 'Producción', 'Dirección']","['Sydney Indie Film Festival Nom', 'Flathead Lake International Cinemafest Nom', 'British Independent Film Festival Gan', 'Romford Film Festival Gan', 'Iconic Images Film Festival Nom']"
